Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2021,3749,17621,35002,MR.,GERALD,C,MORRISON,,SEIU LOCAL 1,SEIU LOCAL 1
2021,4340,17621,35002,MR.,TOM,,BALANOFF,,SEIU LOCAL 1,SEIU LOCAL 1
2021,4161,23665,12427,,JEANETTE,,SUBLETT,,"NEAL & LEROY, LLC",PUBLIC BUILDING COMMISSION OF CHICAGO
2021,4193,24401,46847,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,GREEN THUMB INDUSTRIES
2021,18761,4429,41830,MR.,EDWARD,J.,GREEN,,"FOLEY & LARDNER, LLP","COMMUNITY FIRST HEALTHCARE OF ILLINOIS, INC."
2021,11701,11521,48405,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","GATEWAY SOIL LOGISTICS, LLC"
2021,3753,23665,48344,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",TRINITY 95TH AND COTTAGE GROVE PLANNED DEVELOPMENT
2021,3956,13968,21126,MR.,PHILLIP,M,CULPEPPER,,"SAMUEL A. RAMIREZ & CO., INC.","SAMUEL A RAMIREZ & CO., INC."
2021,24301,24523,47064,MISS,KENNEDY,,BARTLEY,,UNITED WORKING FAMILIES,UNITED WORKING FAMILIES
2021,14641,11521,47498,MRS.,AMY,,DEGNAN,,"DALEY AND GEORGES, LTD.","SARATOGA DEWITT, LLC"
2021,18822,25560,47255,MR.,JOHN,A,ESCOBAR,,"TRISTAN & CERVANTES, LLC",TRUST CULLERTON 2000
2021,24763,25559,48408,,LYNNETTE,,CRANDALL,,"LANDMARK CHICAGO INTERESTS, LLC AND ITS AFFILIATES","LANDMARK CHICAGO INTERESTS, LLC AND ITS AFFILIATES"
2021,10921,11521,30881,,WILLIAM,,O'DONAGHUE,,"DALEY AND GEORGES, LTD.","ROUNDY'S SUPERMARKET, INC."
2021,3753,23665,46922,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","PROLOGIS, INC."
2021,4269,24542,48220,,PEDRO,,CERVANTES,CERVANTES,"TRISTAN & CERVANTES, LLC",DLCIM 7419-35 S. COLFAX LLC
2021,3782,11521,43362,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.","MICHAEL TADIN, JR."
2021,11701,11521,31141,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.",CPMH CONSTRUCTION
2021,25082,25405,48187,,MATTHEW,,TOWSON,,DFS SERVICES LLC,DFS SERVICES LLC
2021,4193,24401,16406,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,AMAZON
2021,18822,25560,48220,MR.,JOHN,A,ESCOBAR,,"TRISTAN & CERVANTES, LLC",DLCIM 7419-35 S. COLFAX LLC
2021,6561,11521,47586,,RICHARD,,TOTH,,"DALEY AND GEORGES, LTD.",D BROTHERS INVESTMENTS LLC
2021,25052,25376,48194,MR.,JOSEPH,,DUNN,,SAS INSTITUTE INC.,SAS INSTITUTE INC.
2021,3917,25025,12120,,JOHN,W,MOORE,,JOHN MOORE,GOLD COAST TICKETS
2021,10921,11521,47236,,WILLIAM,,O'DONAGHUE,,"DALEY AND GEORGES, LTD.",TANGLED ROOTS BEVERAGE COMPANY
2021,24503,20941,38801,,TANYA,,ROSIN,,VERIZON,VERIZON
2021,18822,25560,47250,MR.,JOHN,A,ESCOBAR,,"TRISTAN & CERVANTES, LLC",CULTURE HOSPITALITY LLC
2021,4193,24401,48409,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,CLEAR
2021,12521,24936,47395,,BENJAMIN,,JACKSON,,ILLINOIS BANKERS ASSOCIATION,ILLINOIS BANKERS ASSOCIATION
2021,14641,11521,19602,MRS.,AMY,,DEGNAN,,"DALEY AND GEORGES, LTD.","LEXINGTON HOMES, LLC"
2021,3782,11521,26103,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",WISCONSIN ENERGY CORPORATION
2021,4069,24992,47368,MR.,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, P.C.",THE NHP FOUNDATION
2021,4068,10283,18005,,DONNA,,PUGH,,FOLEY & LARDNER LLP,WENDY'S COMPANY
2021,13381,18561,37881,MR.,MARK,,SOMERS,,GOLDMAN SACHS & CO. LLC,GOLDMAN SACHS & CO. LLC
2021,4103,17401,36643,MS.,MARY,E,GEORGE,,"AKERMAN, LLP",SONDER
2021,11701,11521,34382,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","M&J ASPHALT PAVING COMPANY, INC."
2021,8361,25066,22941,,RICHARD,,MELL,,"THE MAYTAG GROUP, LLC.",PROCOM ENTERPRISES LTD
2021,4278,25560,12629,,HOMERO,,TRISTAN,,"TRISTAN & CERVANTES, LLC",ORACLE
2021,4193,24401,47297,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,"ZILLOW GROUP, INC."
2021,3782,11521,26221,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",NPL CONSTRUCTION CO.
2021,4068,10283,45645,,DONNA,,PUGH,,FOLEY & LARDNER LLP,BROOKFIELD PROPERTIES RETAIL
2021,25155,21003,19361,MR.,JOHN,,GHOLAR,,DLA PIPER LLP (US),"CHICAGO NEIGHBORHOOD INITIATIVES, INC."
2021,25085,25453,45969,MS.,SHEILA,,GAINER,,UNITEHERE LOCAL 1,"UNITEHERE, LOCAL 1"
2021,14641,11521,48380,MRS.,AMY,,DEGNAN,,"DALEY AND GEORGES, LTD.",CHUNG LEUNG AU
2021,3782,11521,48370,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",VENTURE ONE
2021,11701,11521,26221,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.",NPL CONSTRUCTION CO.
2021,21961,22583,45282,MR.,ADAM,M,KAUFFMAN,,"SYSTEM ONE HOLDINGS, LLC","T-MOBILE USA, INC"
2021,4180,21681,47875,MR.,ROBERT,L,GAMRATH,III,"BURKE, WARREN, MACKAY & SERRITELLA, PC",PURELY COLD STORAGE & WAREHOUSING LLC
2021,4103,17401,12587,MS.,MARY,E,GEORGE,,"AKERMAN, LLP","WAL-MART STORES, INC."
2021,3931,13941,46662,MR.,MICHAEL,S,LAUBE,,"LAUBE CONSULTING GROUP, LLC",CIM
2021,3782,11521,47585,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",PIFFINGTON LLC
2021,4003,22001,11751,MR.,SCOTT,E,SAEF,,SIDLEY AUSTIN LLP,COMMUTER RAIL DIVISION OF THE RTA (METRA)
2021,4068,10283,43741,,DONNA,,PUGH,,FOLEY & LARDNER LLP,THE FEIL ORGANIZATION
2021,4069,24992,48403,MR.,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, P.C.",NEWPORT CAPITAL PARTNERS
2021,4193,24401,12784,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,HUDSON GROUP
2021,4103,17401,24982,MS.,MARY,E,GEORGE,,"AKERMAN, LLP",WATERTON ASSOCIATES LLC
2021,4069,24992,39742,MR.,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, P.C.",EVERGREEN REAL ESTATE GROUP
2021,18822,25560,39401,MR.,JOHN,A,ESCOBAR,,"TRISTAN & CERVANTES, LLC","MOONLIGHT STUDIONS, INC."
2021,4193,24401,47001,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,HORIZON THERAPEUTICS
2021,6824,17621,35002,MR.,LONNELL,,SAFFOLD,,SEIU LOCAL 1,SEIU LOCAL 1
2021,3753,23665,14765,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",PUBLIC BUILDING COMMISSION OF CHICAGO
2021,15424,16742,34738,MR.,JEREMY,,NEWTSON,,"STIFEL, NICOLAUS & COMPANY, INCORPORATED","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
2021,24913,24847,47296,,RACHEL,,SCHEU,,ELEVATE ENERGY,ELEVATE ENERGY
2021,4269,24542,39401,,PEDRO,,CERVANTES,CERVANTES,"TRISTAN & CERVANTES, LLC","MOONLIGHT STUDIONS, INC."
2021,13942,17621,35002,MR.,EFRAIN,,ELIAS,,SEIU LOCAL 1,SEIU LOCAL 1
2021,23081,25559,48408,,ROBERT,,DUNN,,"LANDMARK CHICAGO INTERESTS, LLC AND ITS AFFILIATES","LANDMARK CHICAGO INTERESTS, LLC AND ITS AFFILIATES"
2021,4103,17401,48086,MS.,MARY,E,GEORGE,,"AKERMAN, LLP","GOBRANDS, INC."
2021,25010,17621,35002,,NOEL,,SANCHEZ,,SEIU LOCAL 1,SEIU LOCAL 1
2021,25155,21003,47392,MR.,JOHN,,GHOLAR,,DLA PIPER LLP (US),GRIT CHICAGO LLC
2021,14641,11521,48377,MRS.,AMY,,DEGNAN,,"DALEY AND GEORGES, LTD.",BRIDGEPORT SHELL
2021,4103,17401,42885,MS.,MARY,E,GEORGE,,"AKERMAN, LLP","H-BASE PROPERTY, LLC"
2021,24720,20978,47389,MR.,ALAN,J,SULLIVAN,,"JCDECAUX NORTH AMERICA, INC.","JCDECAUX AIRPORT CHICAGO, LLC"
2021,4193,24401,47292,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,GOPUFF
2021,4193,24401,36641,,JOHN,F,DUNN,DUNN,COZEN O'CONNOR PUBLIC STRATEGIES,HERTZ GLOBAL
2021,11701,11521,47586,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.",D BROTHERS INVESTMENTS LLC
2021,6821,17621,35002,MISS,GENIE,,KASTRUP,,SEIU LOCAL 1,SEIU LOCAL 1
2021,4069,24992,12503,MR.,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, P.C.",BRINSHORE DEVELOPMENT
2021,11701,11521,44442,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.",MILLENNIUM CONTRACTING CO.
2021,3753,23665,24548,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","THE HABITAT COMPANY, LLC"
2021,3782,11521,46361,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",AT&T ILLINOIS AND ITS AFFILIATES
2021,15201,17041,33541,MR.,PAUL,F,LEDDY,,MOBOTREX INC.,POLARA ENTERPRISES
2021,4003,22001,12094,MR.,SCOTT,E,SAEF,,SIDLEY AUSTIN LLP,COMMONWEALTH EDISON
2021,11701,11521,44443,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","MIDWAY MOVING & STORAGE, INC."
2021,6561,11521,43362,,RICHARD,,TOTH,,"DALEY AND GEORGES, LTD.","MICHAEL TADIN, JR."
2021,24073,25155,48294,MS.,SAMANTHA,,STINSON,,SAMANTHA STINSON,THE WOODLAWEN GROUP
2021,4300,23665,24491,,TERRANCE,L,DIAMOND,,"NEAL & LEROY, LLC",CHICAGO BOARD OF EDUCATION
2021,4068,10283,28141,,DONNA,,PUGH,,FOLEY & LARDNER LLP,CONDOR PARTNERS LLC
2021,11701,11521,38541,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","AMIGOS MEAT & POULTRY, LLC"
2021,3831,10279,45624,,MYLES,D,BERMAN,,FOLEY & LARDNER LLP,SPLUNK INC
2021,3782,11521,19602,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.","LEXINGTON HOMES, LLC"
2021,11701,11521,46581,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","KLF ENTERPRISES, INC."
2021,19902,20341,40901,MR.,JORGE,M.,GALINDEZ,,XEROX CORPORATION,XEROX CORPORATION
2021,19821,18561,37881,MR.,BENJAMIN,,HERBST,,GOLDMAN SACHS & CO. LLC,GOLDMAN SACHS & CO. LLC
2021,14121,24802,48415,MS.,O. KATE,,TRAGESSER,,"VOLANT PARTNERS, LLC","FRAPORT USA, INC."
2021,5967,8541,41950,MR.,JONATHAN,,CASIANO,,PNC CAPITAL MARKETS LLC,PNC CAPITAL MARKETS LLC
2021,4081,16464,48411,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.","JCDECAUX AIRPORT CHICAGO, LLC"
2021,4081,16464,48413,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.",SAINT ANTHONY HOSPITAL
2021,4183,23385,45629,MR.,MICHAEL,,SUTTON,PE,INFRASTRUCTURE ENGINEERING INC.,INFRASTRUCTURE ENGINEERING INC.
2021,4081,16464,45963,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.",RELIABLE ASPHALT CORPORATION
2021,4081,16464,48412,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.","JCDECAUX CHICAGO, LLC"
2021,23641,24915,48418,,ANDREA,,KLUGER,,CHICAGO FEDERATION OF LABOR,CHICAGO FEDERATION OF LABOR
2021,5967,5504,14747,MR.,JONATHAN,,CASIANO,,"PNC BANK, NATIONAL ASSOCIATION","PNC BANK, NATIONAL ASSOCIATION"
2021,24312,24541,47073,,ANDREW,,THODE,,ILLINOIS NETWORK OF CHARTER SCHOOLS,ILLINOIS NETWORK OF CHARTER SCHOOLS
2021,24790,25105,47660,,JOSEPH,,HOWELL,,"PNC BANK, N.A.",THE CITY OF CHICAGO FINANCE DEPARTMENT
2021,3893,24967,48417,,OLIVIA,M,PANTOJA,,CONSENSUS GROUP,"GOLD STANDARD ENTERPRISES, INC. DBA BINNY'S BEVERAGE DEPOT"
2021,4081,16464,48414,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.",ILLINOIS HOSPITAL ASSOCIATION
2021,25143,24541,47073,,ARIEL,,JOHNSON,,ILLINOIS NETWORK OF CHARTER SCHOOLS,ILLINOIS NETWORK OF CHARTER SCHOOLS
2021,3795,7584,11734,,JOHN,,O'CONNELL,,JOHN  T. O'CONNELL,FEDEX CORP
2021,4196,20904,45561,,ELVIN,E,CHARITY,,"CHARITY & ASSOCIATES, P.C.",TAMIR KALOTI
2021,24609,24827,47258,MR.,ROBERT,,CHARLES,,"STRATEGIC PRECISION MANAGEMENT, INC","LANDMARK DEVELOPMENT SERVICES COMPANY, LLC"
2021,4196,20904,16405,,ELVIN,E,CHARITY,,"CHARITY & ASSOCIATES, P.C.",TRINITY UNITED CHURCH OF CHRIST
2021,4196,20904,12799,,ELVIN,E,CHARITY,,"CHARITY & ASSOCIATES, P.C.","URBAN JUNCTURE, INC"
2021,3795,7584,28741,,JOHN,,O'CONNELL,,JOHN  T. O'CONNELL,"CIGAR ASSOCIATION OF AMERICA, INC"
2021,24884,25211,48419,MR.,JOSEPH,A,MOORE,,"JOE MOORE STRATEGIES, LLC",FALZAN-E-MADINAH CENTER
2021,11901,19781,45755,MR.,DONALD,R,ZOUFAL,,"CROWZNEST CONSULTING, INC.","SDI PRESENCE, LLC"
2021,25146,25563,48332,MS.,MICHELLE,,GILBERT,,LAWYERS' COMMITTEE FOR BETTER HOUSING,LAWYERS' COMMITTEE FOR BETTER HOUSING
2020,18561,24345,48393,MS.,SYLVIA,C.,MICHAS,,"TAFT, STETTINIUS & HOLLISTER LLP",TEOCALLI BOWL - KEYHOLE LLC
2020,18561,24345,48390,MS.,SYLVIA,C.,MICHAS,,"TAFT, STETTINIUS & HOLLISTER LLP","LOWER PEEL, LLC"
2021,13241,21045,19941,MR.,MAZONNE,M,JACKSON,,THE INTELLIGENCE GROUP,THE ONNI GROUP
2021,6323,25148,45664,MR.,JOHN,S,KAMIS,,TURING STRATEGIES LLC,CONSUMER DATA INDUSTRY ASSOCIATION
2021,15521,25431,47660,MR.,JEAN-PATRICK,,LARIVIERE,,UNIVERSAL BOOT INC.,THE CITY OF CHICAGO FINANCE DEPARTMENT
2021,4155,4519,24651,,THOMAS,J,MURPHY,ESQ,"THOMAS J. MURPHY, P.C.",RCN TELECOM SERVICES OF IL
2021,13761,23461,47794,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,KATES DETECTIVE AGENCY
2021,24728,24963,47493,MR.,KENNETH,,SAWYER,,THE WOODLAWEN GROUP,PUBLIC CONSULTING GROUP C/O MULTISTATE ASSOCIATES INC.
2021,19421,11761,23982,,JOHANNA,D,CHACON,,JEWEL-OSCO,JEWEL-OSCO
2021,4220,25566,48427,,ALEXANDER,I,RORKE,,MELVIN SECURITIES,"MELVIN SECURITIES, LLC"
2021,20641,25573,47508,,PATRICK,M,BRADY,,"NEXT GENERATION STRATEGIES, INC.","NUMED CHICAGO, LLC"
2021,3845,25569,46897,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","EDGEWATER ACQUISITIONS, LLC"
2021,6323,25148,42701,MR.,JOHN,S,KAMIS,,TURING STRATEGIES LLC,"BIRD RIDES, INC."
2021,6323,25148,38401,MR.,JOHN,S,KAMIS,,TURING STRATEGIES LLC,"SPOTHERO, INC."
2021,3845,25569,48040,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","1300 ASHLAND OPPORTUNITY, LLC"
2021,20223,20941,38801,,LESLIE,C,DAVIS,,VERIZON,VERIZON
2021,25163,25011,47541,,TIM,,EHLERT,,AMAZON.COM SERVICES LLC,AMAZON.COM SERVICES LLC
2021,3845,25569,48423,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","3798 S WESTERN, LLC"
2021,18001,18721,41966,MR.,ALAN,,LEV,LEV,"BELGRAVIA GROUP, LTD.","BELGRAVIA GROUP, LTD."
2021,17201,18001,48126,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC","OGDEN CARROLL 2016, LLC"
2021,24714,24926,47368,MRS.,KENDRA,,STENSVEN,,THE NHP FOUNDATION,THE NHP FOUNDATION
2021,3909,24978,47481,,SUZANNE,,SHANK,,"SIEBERT WILLIAMS SHANK & CO., LLC","SIEBERT WILLIAMS SHANK & CO., LLC"
2021,21846,22201,47832,MR.,CURT,A,FIEDLER,,"MORRILL & FIEDLER, LLC",ILLINOIS PET LOVERS ASSOCIATION
2021,4150,25042,12659,MS.,JAN,,STARR,,CHICAGO SPRINGFIELD CONSULTANTS,BARR MANAGEMENT
2021,3845,25569,48422,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","2401 H BUYERS, LLC"
2021,24643,25576,48416,MS.,SELECCA,,BULGAR-MEDINA,,SELECCA BULGAR-MEDINA,INSTITUTE FOR JUSTICE
2021,21846,22201,43901,MR.,CURT,A,FIEDLER,,"MORRILL & FIEDLER, LLC",MIDWEST INDEPENDENT RETAILERS ASSOCIATION
2021,4150,25042,13785,MS.,JAN,,STARR,,CHICAGO SPRINGFIELD CONSULTANTS,GEO GROUP
2021,24728,24963,46822,MR.,KENNETH,,SAWYER,,THE WOODLAWEN GROUP,CRESCO LABS LLC
2021,24711,24913,47356,MR.,JAMIE,,EWING,,"CHINESE AMERICAN SERVICE LEAGUE, INC","CHINESE AMERICAN SERVICE LEAGUE, INC."
2021,11361,25577,45708,MR.,HOWARD,,PIGGEE,III,HOWARD PIGGEE,AVANATH CAPITAL MANAGEMENT
2021,25006,25325,11792,MR.,JOHN,T,BROWNLEE,,CHICAGO IMPACT DEVELOPMENT COMPANY,HOUSING OPPORTUNITIES FOR WOMEN / URBAN INNOVATIONS
2021,25046,25370,47845,MS.,AMY,P,HEALY,,GRUBHUB,GRUBHUB HOLDINGS INC.
2021,13761,23461,39002,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,"AXON ENTERPRISE, INC."
2021,25026,25345,43342,MR.,JOSHUA,A,JONES,,PET INDUSTRY JOINT ADVISORY COUNCIL,POCKET PUPPIES
2021,4155,4519,47477,,THOMAS,J,MURPHY,ESQ,"THOMAS J. MURPHY, P.C.",WALGREENS
2021,23343,25568,40361,MS.,JOYCE,,OPINSKY,,STERN BROTHERS & CO.,STERN BROTHERS & CO
2021,13761,23461,46991,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,VILLAGE OF FOREST PARK
2021,24583,24968,47270,MR.,ARMANDO,,SALEH,,PEPSICO,"PEPSICO., INC"
2021,13761,23461,47183,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,OLD VETERAN CONSTRUCTION
2021,4155,4519,24650,,THOMAS,J,MURPHY,ESQ,"THOMAS J. MURPHY, P.C.",NORFOLK SOUTHERN CORP.
2021,24145,25032,48420,,TOM,,GRAY,,SEANACHE LLC,YATES PROTECT
2021,4150,25042,28614,MS.,JAN,,STARR,,CHICAGO SPRINGFIELD CONSULTANTS,RESPIRATORY HEALTH ASSOCIATION
2021,13761,23461,46822,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,CRESCO LABS LLC
2021,17201,18001,22323,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC",PROPERTY ADVENTURES CORP.
2021,11361,25577,45707,MR.,HOWARD,,PIGGEE,III,HOWARD PIGGEE,THE INTERFAITH HOUSING DEVELOPMENT CORPORATION OF CHICAGO
2021,24175,25570,15277,,FREDERICK,M,SMITH,,FREDERICK SMITH,RAI SERVICES CO.
2021,3845,25569,47758,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","BLUE STAR PROPERTIES, INC."
2021,24709,24913,47356,MS.,WINNIE,,LAM,,"CHINESE AMERICAN SERVICE LEAGUE, INC","CHINESE AMERICAN SERVICE LEAGUE, INC."
2021,17201,18001,42542,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC",HINDO FAMILY
2021,24670,25331,48104,MR.,ROBERT,,WALSH,,"HUNTINGTON SECURITIES, INC",HUNTINGTON SECURITIES INC.
2021,13761,23461,46705,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,THE UNIVERSITY OF CHICAGO MEDICAL CENTER
2021,24867,25161,47807,MS.,KRISTINA,A,HAMILTON,,AMERICAN LUNG ASSOCIATION IN ILLINOIS,AMERICAN LUNG ASSOCIATION IN ILLINOIS
2021,24728,24963,16141,MR.,KENNETH,,SAWYER,,THE WOODLAWEN GROUP,ILLINOIS HOTEL AND LODGING ASSOCIATION
2021,3845,25569,47678,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC",3244 - 50 WEST BRYN MAWR LLC
2021,24904,24899,47338,MS.,AMBER,,SMOCK,,ACCESS LIVING OF METROPOLITAN CHICAGO,ACCESS LIVING OF METROPOLITAN CHICAGO
2021,11361,25577,47405,MR.,HOWARD,,PIGGEE,III,HOWARD PIGGEE,FIVE T MANAGEMENT INC.
2021,21161,25575,30741,,RICHARD,,WEST,,WEST FSI LLC,"MILLENNIUM PARKING GARAGES, LLC"
2021,24175,25570,48424,,FREDERICK,M,SMITH,,FREDERICK SMITH,UCAN
2021,12221,12521,24481,,JAMES,,RYLOWICZ,,ENWAVE CHICAGO,ENWAVE CHICAGO
2021,6323,25148,47521,MR.,JOHN,S,KAMIS,,TURING STRATEGIES LLC,CHICAGO COMMUNITY TRUST
2021,3845,25569,48421,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC",3300 W. PERSHING LLC
2021,16101,16021,35161,MR.,CORY,J,HOHS,,"HAAS, INC.",CHICAGO FIRE DEPARTMENT
2021,3845,25569,47756,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","KGILES LLC, INC."
2021,13761,23461,20361,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,"LAZ PARKING CHICAGO, LLC"
2021,24818,25129,47704,,DIANE,,FOOTE,,ILLINOIS LIBRARY ASSOCIATION,ILLINOIS LIBRARY ASSOCIATION
2021,3845,25569,48426,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","DAC-MAC DEVELOPMENTS, LLC"
2021,13761,23461,47712,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,JC RESTORATION
2021,4094,4877,33912,,DANIELLE,,CASSEL,ESQ,VEDDER PRICE PC,"GREENWAY RECYCLING SERVICES, LLC"
2021,13761,23461,48084,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,AUNT MARTHA�S HEALTH & WELLNESS
2021,24845,25068,47622,,DANIELLA,,PEREIRA,,OPENLANDS,OPENLANDS
2021,17201,18001,47458,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC","SHAPACK DEVLEOPMENT, CO."
2021,18401,24909,41972,OTHER,DAVID,E,SLOAN,,CHICAGO AUTOMOBILE TRADE ASSOCIATION,CHICAGO AUTOMOBILE TRADE ASSOCIATION
2021,24707,24917,47355,MS.,KIMBERLY,,BARES,,THE MAGNIFICENT MILE ASSOCIATION,THE MAGNIFICENT MILE ASSOCIATION
2021,24740,25218,48264,MRS.,CHRISONIA,D.,BUTLER,,ENVISION UNLIMITED,ENVISION UNLIMITED
2021,3845,25569,47949,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","MNM CLARK, LLC"
2021,4150,25042,21281,MS.,JAN,,STARR,,CHICAGO SPRINGFIELD CONSULTANTS,HOLY CROSS HOSPITAL / SINAI HEALTH
2021,4150,25042,41967,MS.,JAN,,STARR,,CHICAGO SPRINGFIELD CONSULTANTS,ACCURATE BIOMETRIC
2021,3845,25569,48425,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","CHICAGO EGRET BADMINTON, LLC"
2021,24624,24844,47290,MR.,MACADAM,,GLINN,,M. A. MORTENSON COMPANY,M. A. MORTENSON COMPANY
2021,23928,25032,48420,MR.,JAMES,,SHEAHAN,,SEANACHE LLC,YATES PROTECT
2021,6323,25148,47520,MR.,JOHN,S,KAMIS,,TURING STRATEGIES LLC,CHICAGO LOW-INCOME HOUSING TRUST FUND
2021,18001,18683,37942,MR.,ALAN,,LEV,LEV,"BELGRAVIA GROUP, LTD.","BELGRAVIA GROUP, LTD."
2021,4155,4519,28588,,THOMAS,J,MURPHY,ESQ,"THOMAS J. MURPHY, P.C.",NORTHWESTERN MEMORIAL HOSPITAL
2021,3845,25569,47559,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC",FLORIN PAVEL
2021,6850,10261,16945,MR.,STEVEN,,HOLLER,,LOYOLA UNIVERSITY OF CHICAGO,LOYOLA UNIVERSITY OF CHICAGO
2021,3913,25579,12115,,JACLENE,,ROBINSON-IVY,,NORTHERN TRUST CORPORATION,NORTHERN TRUST CORPORATION
2021,24679,24895,47332,,MOISES,,MORENO,,PILSEN ALLIANCE,PILSEN ALLIANCE
2021,4126,21049,48299,,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,"GENERAL III, LLC"
2021,5823,23425,45667,MR.,MAURICE,,CAMPBELL,,BNY MELLON,BNY MELLON
2021,20621,21161,45961,MR.,ROBERT,,UFER,,SELECT ENGINEERING SERVICES LLC.,SELECT ENGINEERING SERVICES LLC.
2021,25161,9923,41829,MRS.,PATRICIA,,TRLAK,,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION
2021,21521,25486,46950,,JONAH,,SIEGELLAK,,MILLENNIUM ADVISORS,"MARK43, INC."
2021,25164,25370,47845,,BRETT,,SWANSON,,GRUBHUB,GRUBHUB HOLDINGS INC.
2021,25165,9923,20008,MRS.,MERCI,,STAHL,,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION
